15:05:10.204	102	588.235
15:05:10.706	100	600
15:05:11.334	97	618.557
15:05:11.961	98	612.245
15:05:12.587	99	606.061
15:05:13.216	100	600
15:05:13.844	99	606.061
15:05:14.347	101	594.059
15:05:14.976	101	594.059
15:05:15.603	100	600
15:05:16.233	101	594.059
15:05:16.734	101	594.059
15:05:17.363	102	588.235
15:05:17.991	101	594.059
15:05:18.492	100	600
15:05:19.123	99	606.061
15:05:19.750	99	606.061
15:05:20.378	99	606.061
15:05:21.005	97	618.557
15:05:21.632	99	606.061
15:05:22.010	155	387.097
