15:02:40.908	101	594.059
15:02:41.536	101	594.059
15:02:42.162	99	606.061
15:02:42.665	97	618.557
15:02:43.293	97	618.557
15:02:43.919	94	638.298
15:02:44.548	95	631.579
15:02:45.175	96	625
15:02:45.802	95	631.579
15:02:46.429	94	638.298
15:02:47.058	97	618.557
15:02:47.685	97	618.557
15:02:48.313	97	618.557
15:02:48.939	95	631.579
15:02:49.568	94	638.298
15:02:50.321	93	645.161
15:02:50.947	95	631.579
15:02:51.576	94	638.298
15:02:52.203	92	652.174
15:02:52.829	95	631.579
15:02:53.456	97	618.557
15:02:53.833	163	368.098
15:02:54.210	152	394.737
