15:05:53.840	97	618.557
15:05:54.467	96	625
15:05:55.095	91	659.341
15:05:55.848	90	666.667
15:05:56.473	92	652.174
15:05:57.101	97	618.557
15:05:57.730	99	606.061
15:05:58.232	99	606.061
15:05:58.860	100	600
15:05:59.488	101	594.059
15:06:00.115	101	594.059
15:06:00.618	102	588.235
15:06:01.247	101	594.059
15:06:01.876	102	588.235
15:06:02.378	102	588.235
15:06:03.007	102	588.235
15:06:03.634	101	594.059
15:06:04.137	102	588.235
15:06:04.768	103	582.524
15:06:05.395	102	588.235
15:06:05.899	102	588.235
15:06:06.527	99	606.061
15:06:07.154	101	594.059
15:06:07.783	103	582.524
15:06:08.286	104	576.923
15:06:08.914	103	582.524
15:06:09.543	102	588.235
15:06:10.046	102	588.235
15:06:10.673	102	588.235
15:06:11.302	102	588.235
15:06:11.806	99	606.061
15:06:12.432	100	600
15:06:13.061	102	588.235
15:06:13.689	101	594.059
15:06:14.193	101	594.059
15:06:27.649	92	652.174
15:06:28.276	90	666.667
15:06:28.903	92	652.174
15:06:29.530	91	659.341
15:06:30.282	91	659.341
15:06:30.909	91	659.341
15:06:31.535	92	652.174
