15:14:47.559	96	625
15:14:48.186	97	618
15:14:48.813	97	618
15:14:49.441	95	631
15:14:50.067	95	631
15:14:50.695	96	625
15:14:51.321	96	625
15:14:51.950	97	618
15:14:52.578	97	618
15:14:53.204	97	618
15:14:53.707	99	606
15:14:54.334	100	600
15:14:54.964	100	600
15:14:55.592	96	625
15:14:56.219	92	652
15:14:56.847	93	645
15:14:57.474	92	652
15:14:58.225	92	652
15:14:58.853	90	666
15:14:59.482	91	659
15:15:00.108	93	645
15:15:00.735	93	645
15:15:01.489	92	652
15:15:02.115	94	638
15:15:02.743	96	625
15:15:03.369	97	618
15:15:03.874	98	612
15:15:04.502	98	612
15:15:05.128	99	606
15:15:05.755	98	612
15:15:06.381	97	618
15:15:07.010	94	638
15:15:07.639	97	618
15:15:08.265	97	618
15:15:08.893	98	612
15:15:09.520	97	618
15:15:10.023	100	600
15:15:10.653	103	582
15:15:11.279	104	576
15:15:11.783	104	576
15:15:12.410	102	588
15:15:13.039	103	582
15:15:13.544	103	582
15:15:14.171	105	571
15:15:14.675	107	560
15:15:15.302	106	566
15:15:15.806	103	582
15:15:16.433	101	594
15:15:17.063	103	582
15:15:17.566	101	594
15:15:18.193	98	612
15:15:18.822	95	631
15:15:19.449	94	638
15:15:20.075	95	631
15:15:20.453	206	291
15:15:20.833	159	377
