15:06:32.164	96	625
15:06:32.789	95	631.579
15:06:33.416	96	625
15:06:34.044	95	631.579
15:06:34.673	96	625
15:06:35.300	100	600
15:06:35.928	99	606.061
15:06:36.431	102	588.235
15:06:37.061	105	571.429
15:06:37.690	104	576.923
15:06:38.193	104	576.923
15:06:38.820	103	582.524
15:06:39.323	103	582.524
15:06:39.952	101	594.059
15:06:40.577	99	606.061
15:06:41.207	97	618.557
15:06:41.834	97	618.557
15:06:42.461	99	606.061
15:06:42.964	99	606.061
15:06:43.589	97	618.557
15:06:44.218	96	625
15:06:44.846	99	606.061
15:06:45.473	103	582.524
15:06:45.977	106	566.038
15:06:46.605	105	571.429
15:06:47.108	107	560.748
15:06:47.738	105	571.429
15:06:48.240	104	576.923
15:06:48.867	99	606.061
15:06:49.495	93	645.161
15:06:50.124	95	631.579
15:06:50.752	97	618.557
15:06:51.379	97	618.557
15:06:52.007	96	625
15:06:52.633	96	625
15:06:53.262	98	612.245
15:06:53.889	99	606.061
15:06:54.515	98	612.245
15:06:55.144	97	618.557
15:06:55.771	95	631.579
15:06:56.399	93	645.161
15:06:57.027	94	638.298
15:06:57.653	95	631.579
15:06:58.280	95	631.579
15:06:58.908	95	631.579
15:06:59.535	95	631.579
15:07:00.163	97	618.557
15:07:00.791	96	625
15:07:01.418	96	625
15:07:02.046	97	618.557
15:07:02.671	98	612.245
15:07:03.177	100	600
15:07:03.805	100	600
15:07:04.433	100	600
15:07:05.062	102	588.235
15:07:05.564	102	588.235
15:07:06.194	102	588.235
15:07:06.823	101	594.059
15:07:07.450	101	594.059
15:07:07.954	101	594.059
15:07:08.582	100	600
15:07:09.209	99	606.061
15:07:09.837	96	625
15:07:10.464	96	625
15:07:11.092	96	625
15:07:11.718	96	625
15:07:12.347	98	612.245
15:07:12.848	99	606.061
15:07:13.476	101	594.059
15:07:14.105	100	600
15:07:14.732	100	600
15:07:15.361	99	606.061
15:07:15.864	98	612.245
15:07:16.491	97	618.557
15:07:17.118	95	631.579
15:07:17.870	92	652.174
15:07:18.498	96	625
15:07:19.126	97	618.557
15:07:19.628	97	618.557
15:07:20.256	99	606.061
15:07:20.883	98	612.245
15:07:21.510	96	625
15:07:22.137	94	638.298
15:07:22.764	94	638.298
15:07:23.393	96	625
15:07:24.020	95	631.579
15:07:24.647	95	631.579
15:07:25.276	92	652.174
15:07:26.027	92	652.174
15:07:26.654	95	631.579
15:07:27.282	95	631.579
15:07:27.909	95	631.579
15:07:28.536	92	652.174
15:07:29.163	92	652.174
15:07:29.790	94	638.298
15:07:30.419	95	631.579
15:07:31.047	100	600
15:07:31.675	102	588.235
15:07:32.179	102	588.235
15:07:32.805	101	594.059
15:07:37.277	89	674.157
15:07:38.026	92	652.174
15:07:38.652	95	631.579
15:07:39.277	96	625
15:07:39.902	95	631.579
15:07:40.526	94	638.298
15:07:41.151	97	618.557
15:07:41.775	97	618.557
15:07:42.401	94	638.298
15:07:43.026	93	645.161
15:07:43.651	91	659.341
15:07:44.276	93	645.161
15:07:44.901	92	652.174
15:07:45.651	92	652.174
15:07:46.276	90	666.667
15:07:46.902	88	681.818
15:07:47.527	91	659.341
15:07:48.276	93	645.161
15:07:48.900	92	652.174
15:07:49.525	91	659.341
15:07:50.151	91	659.341
15:07:50.775	94	638.298
15:07:51.401	96	625
15:07:52.026	97	618.557
15:07:52.651	97	618.557
15:07:53.276	95	631.579
15:07:53.900	96	625
15:07:54.525	98	612.245
15:07:55.151	95	631.579
15:07:55.776	94	638.298
15:07:56.401	94	638.298
15:07:57.025	97	618.557
15:07:57.651	98	612.245
15:07:58.275	97	618.557
15:07:58.901	97	618.557
15:07:59.526	99	606.061
15:08:00.150	96	625
15:08:00.775	96	625
15:08:01.400	94	638.298
15:08:02.025	94	638.298
15:08:02.650	96	625
15:08:03.275	96	625
15:08:03.900	96	625
15:08:04.525	96	625
15:08:05.151	99	606.061
15:08:05.651	100	600
15:08:06.276	103	582.524
15:08:06.900	103	582.524
15:08:07.400	104	576.923
15:08:08.025	103	582.524
15:08:08.650	102	588.235
15:08:09.149	102	588.235
15:08:09.775	103	582.524
15:08:10.400	100	600
15:08:11.024	97	618.557
15:08:11.650	96	625
15:08:12.150	98	612.245
15:08:12.775	101	594.059
15:08:13.399	97	618.557
15:08:14.024	94	638.298
15:08:14.649	99	606.061
15:08:15.275	104	576.923
15:08:15.775	104	576.923
15:08:16.400	105	571.429
15:08:16.899	104	576.923
15:08:17.524	100	600
15:08:18.149	99	606.061
15:08:18.774	99	606.061
15:08:19.400	99	606.061
15:08:19.898	101	594.059
15:08:20.523	102	588.235
15:08:21.149	101	594.059
15:08:21.648	104	576.923
15:08:22.274	104	576.923
15:08:22.774	107	560.748
15:08:23.399	106	566.038
15:08:24.024	101	594.059
15:08:24.524	99	606.061
15:08:25.149	99	606.061
15:08:25.774	99	606.061
15:08:26.398	97	618.557
15:08:27.024	94	638.298
15:08:27.648	96	625
15:08:28.274	98	612.245
15:08:28.898	100	600
15:08:29.398	102	588.235
15:08:30.024	100	600
15:08:30.648	101	594.059
15:08:31.274	102	588.235
15:08:31.774	101	594.059
15:08:32.399	102	588.235
15:08:33.023	105	571.429
15:08:33.523	106	566.038
15:08:34.148	106	566.038
15:08:34.648	106	566.038
15:08:35.274	105	571.429
15:08:35.773	104	576.923
15:08:36.399	106	566.038
15:08:36.898	103	582.524
15:08:37.524	103	582.524
15:08:38.148	104	576.923
15:08:38.649	103	582.524
15:08:39.273	103	582.524
15:08:39.773	107	560.748
15:08:40.398	106	566.038
15:08:40.898	105	571.429
15:08:41.522	106	566.038
15:08:42.023	108	555.556
15:08:42.648	109	550.459
15:08:43.148	109	550.459
15:08:43.773	108	555.556
15:08:44.273	107	560.748
15:08:44.898	104	576.923
15:08:45.398	101	594.059
15:08:46.023	94	638.298
15:08:46.773	91	659.341
15:08:47.397	93	645.161
15:08:48.022	94	638.298
15:08:48.648	92	652.174
15:08:49.273	92	652.174
15:08:49.898	92	652.174
15:08:50.522	95	631.579
15:08:51.148	96	625
15:08:51.772	97	618.557
15:08:52.397	96	625
15:08:53.022	95	631.579
15:08:53.647	95	631.579
15:08:54.272	93	645.161
15:08:55.022	86	697.674
15:08:55.773	80	750
15:08:56.273	112	535.714
